,ETF,Ticker,Technical Action,Score,weight,Dollar Amount
36,XLY,NVR,Buy,46.53488644024385,11.505547935367096,575.2773967683548
0,XLK,AAPL,Buy,34.292183925163705,8.478593075886067,423.92965379430336
5,XLK,AVGO,Buy,34.06004713799034,8.42119826660003,421.0599133300015
38,XLI,GWW,Buy,27.000673961219313,6.675799003978381,333.78995019891903
3,XLP,COST,Buy,25.442387095990366,6.290519365486786,314.52596827433933
8,XLY,BKNG,Buy,23.381366101033613,5.780940903664958,289.0470451832479
1,XLK,MSFT,Buy,21.316664573027605,5.270452446081557,263.52262230407786
55,XLF,RE,Buy,20.996242961131408,5.191229598510341,259.561479925517
4,XLP,WMT,Buy,20.884382518528753,5.163572591415483,258.17862957077415
0,XLY,AMZN,Buy,18.489533781863642,4.571456674832419,228.57283374162094
3,XLRE,EQIX,Buy,17.9768802967491,4.444705334098139,222.235266704907
23,XLV,HUM,Buy,17.160723305437465,4.242914073720202,212.14570368601014
0,XLB,LIN,Buy,16.541883426560624,4.089908609746903,204.49543048734517
13,XLP,STZ,Buy,15.910559347806888,3.933816481743539,196.69082408717696
2,XLC,GOOG,Buy,15.008064332087049,3.710678520976656,185.5339260488328
1,XLC,GOOGL,Buy,14.951749577674798,3.696754943292834,184.8377471646417
20,XLU,CEG,Buy,14.385577215672557,3.5567712934119715,177.83856467059857
13,XLC,TTWO,Buy,12.251376937208738,3.0290995725607575,151.45497862803788
17,XLE,CTRA,Buy,7.870882100847981,1.9460413086258894,97.30206543129448
